-0.113960706	-0.07738904	-0.029849898	0.10339666	0.07620382	0.19612224	0.00846987	-0.07004724	-0.009324745	-0.05782753	-0.09503883	0.10057309	0.0056464733	-0.21180212	-0.07511885	-0.0003871235
-0.06748842	-0.051011328	0.04994864	0.04116914	0.05547821	0.13891362	-0.07152935	0.046777986	0.034738265	-0.0734506	-0.0648677	0.14397602	-0.013939817	-0.21445969	-0.03718927	-0.014128064
0.022935418	-0.08557177	0.022300739	0.021907045	0.06385727	0.121409096	-0.1091898	0.07957383	0.10100982	-0.101033315	0.04903488	0.1440133	-0.028614165	-0.1585459	0.05800138	-0.11016682
-0.0648161	-0.06790242	0.03573787	0.092046134	0.13153638	0.20298636	-0.05972197	0.003157197	0.027328674	-0.058388866	-0.03373687	0.1560753	-0.014328901	-0.2666418	-0.027697513	-0.04570193
-0.078008875	-0.098661244	0.009729741	0.1405714	0.06283563	0.18688667	-0.051823054	-0.023528218	0.021402774	-0.066939205	-0.0326242	0.072924	0.07646759	-0.21328716	-0.059042	-0.0076798843
-0.041482277	-0.06156768	0.004188528	0.050260734	0.07887368	0.15445302	-0.033815883	0.001122552	0.03101535	-0.029902471	-0.082816824	0.044896677	-0.023787556	-0.18527609	-0.07625787	-0.022313664
-0.05339792	-0.0748585	0.028823955	-0.0015370181	0.07747118	0.11442248	-0.052681915	0.013257341	0.108739175	-0.08089632	-0.003724389	0.08623709	0.0073572947	-0.14495592	0.03066716	-0.056300186
-0.05652428	-0.070972115	0.045795236	0.10441091	0.07182419	0.13821366	-0.0032264423	-0.013103494	-0.0055991346	-0.038412135	-0.027889673	0.08737512	-0.03219626	-0.11327689	-0.00042757278	-0.051235553
-0.007058082	-0.089044645	0.06297386	-0.016077816	-0.057434298	0.006553344	-0.09077638	0.12193944	0.11831985	-0.09708059	0.01998364	0.18001595	-0.0902535	-0.23461363	0.068670474	-0.1026751
-0.024248103	-0.033168897	0.01126923	0.029146077	-0.001951195	0.095447	-0.040485695	0.05835164	0.08991192	-0.03177276	0.0037437812	0.06637399	0.019851048	-0.18308292	-0.054966256	0.027318614
-0.1223747	0.04055539	0.0013723916	0.01263932	0.107289515	0.09197633	-0.04525137	-0.01973715	0.036450285	0.0021961685	-0.06268434	0.056993905	0.0065318523	-0.07070768	-0.09860775	0.0036703846
-0.08356272	-0.012688159	0.049236037	-0.044138376	0.0730844	0.1260142	-0.07981201	0.060843688	0.026477218	-0.0826451	0.022351114	0.11858517	0.026828576	-0.1577593	-0.061493527	-0.008714903
-0.109335415	0.032695577	-0.02991395	0.043942224	0.11570643	0.15515618	-0.006844806	-0.0976781	-0.061848927	0.010337213	-0.11936316	-0.045377795	0.0648672	-0.049185004	-0.13230388	0.076384276
-0.061693102	-0.08579272	0.036659382	0.048596058	0.028793741	0.10535007	-0.06643793	0.03538395	0.015636483	-0.08190103	0.002427875	0.09419591	0.027893353	-0.1748592	-0.013595279	-0.07263822
-0.12026895	0.008766606	-0.020190122	0.08655651	0.07034807	0.12273289	-0.0026024042	-0.045516115	0.017642867	-0.03884526	-0.087514676	0.058970477	0.07788394	-0.17162612	-0.057939503	0.038059704
-0.094542205	-0.03202791	0.047330458	0.056182664	0.084015526	0.06800219	-0.031194191	-0.007798058	0.06732759	0.017654749	0.014289066	0.041697238	0.035461046	-0.17540929	-0.013488908	0.02552097
-0.03501246	-0.012417184	0.008845174	0.03265551	-0.009133034	0.067494795	0.016239995	-0.033876866	0.027426478	-0.034549087	-0.05831922	0.019645391	0.006652076	-0.10108517	-0.044569157	-0.023576416
-0.05932268	-0.038114663	0.0067245564	0.047381133	0.01988742	0.13299933	-0.017226767	-0.010482212	0.016898071	-0.010067745	0.005340423	0.045159552	0.015655167	-0.12292959	-0.06967685	0.044214163
-0.042961795	-0.12722772	0.027450135	0.041187637	0.06549365	0.062457215	-0.013667856	-0.014545513	0.046944838	-0.013079341	-0.010283884	0.085566595	-0.011935109	-0.23924252	-0.009280189	-0.07136326
-0.034832966	-0.079462536	0.059565645	0.08541907	0.020258412	0.15867491	-0.042153534	0.05953153	0.040846005	0.015527753	-0.0032742843	0.14478405	0.02000351	-0.26565236	-0.02865178	-0.03558052
-0.09280882	0.06779356	-0.07181677	0.047990516	0.117326304	0.117359295	0.05030306	-0.09845414	-0.0098993415	0.020083517	-0.03903048	0.00837683	0.064368315	-0.06174487	-0.1195874	0.050839767
0.12372108	-0.15387563	0.15860663	-0.14057687	-0.10394787	-0.117639445	-0.17641932	0.1541437	0.20015162	-0.14285444	0.14102831	0.23562641	-0.112739675	-0.19063659	0.18431352	-0.13638887
-0.119518235	0.022108426	-0.046070628	0.037857607	0.11237518	0.0669565	-0.020089341	0.01408913	-0.0022991463	0.04311169	-0.041324865	-0.019596001	0.022788053	-0.10651597	-0.08945135	0.07131974
-0.054007564	-0.022954604	0.0051866667	0.021543367	0.051963188	0.046338923	-0.08193158	0.074026085	0.016602166	-0.03331932	-0.011216186	0.11481848	-0.026047746	-0.14187436	-0.029319404	-0.05044168
-0.05880749	0.00038321913	-0.057366148	0.112245835	0.04243781	0.06148261	0.048008457	-0.074494295	-0.03339845	0.0006596827	-0.1076953	-0.024351243	0.08185538	-0.020406118	-0.106285185	0.05386452
-0.062630124	0.06487806	-0.053357672	0.120968506	0.03812631	0.09582312	0.08300923	-0.068951376	-0.051240202	0.08980164	-0.044450417	-0.06749115	0.03844551	0.041516446	-0.045596898	0.081858166
0.06876982	-0.11110034	0.054529477	-0.021644922	-0.07975906	-0.0124609545	-0.04973971	0.09549802	0.061168734	-0.100022934	0.01741499	0.10400714	-0.10292789	-0.15319581	0.039652403	-0.065746814
-0.066236205	-0.029064095	0.007099198	0.015419425	0.031382952	0.05165682	0.016375942	0.020434568	0.021227065	-0.017192658	0.022275968	0.05963262	0.012554239	-0.17845304	-0.029185954	-0.0022845492
0.03256085	-0.0792619	0.051525258	-0.052749023	-0.0687971	0.013159817	-0.10820013	0.0986107	0.14388297	-0.13604072	0.015705485	0.08351118	-0.11434533	-0.16683029	0.022804124	-0.06679589
-0.074271396	-0.0108750705	-0.059825424	0.058944046	0.10013456	0.118616	0.029904686	0.007045941	-0.011716031	-0.028893474	-0.024191765	-0.017672565	0.027648427	-0.051895116	-0.04867867	0.011267379
-0.063066304	-0.01543626	-0.017733015	0.090387434	0.054474603	0.14846483	0.013194923	-0.051819317	-0.003245935	-0.011851528	-0.04731881	0.063593134	0.023625284	-0.12561123	-0.022245377	0.013520112
-0.08241761	-0.030949319	0.024438178	0.07757131	0.070427	0.11741076	-0.011239414	-0.033143204	-0.021115618	-0.014949958	-0.08018433	-0.020817325	0.06917042	-0.07921404	-0.039353073	-0.005605216
